product_series,state_abbr,form_name,file_name,new_business,customer_service,individual_plan,group_plan,standard,order,download_page,description,,,,
"Term Alabama	1597-NI	1597-NI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,0,0,"	Life Insurance Buyer's Guide",,,,,,,
"Term Pennsylvania	6230	6230.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,819,819,"	Companion Case Transmittal",,,,,,,
"Term Pennsylvania	6237	6237%206-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,820,820,"	List Billing Transmittal",,,,,,,
"Term Pennsylvania	6241	6241.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,821,821,"	Questionnaire: Foreign Residence and Travel",,,,,,,
"Term Pennsylvania	6404-NIH	6404-NIH%207-08.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,822,822,"	HIV Infection and AIDS: An Overview",,,,,,,
"Term Pennsylvania	6404-PA	6404-PA%20REV%202-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,823,823,"	HIV Testing Informed Consent",,,,,,,
"Term Pennsylvania	6415	6415%20Rev.%20614.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,824,824,"	USA PATRIOT Act Compliance Form Per federal regulations", complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.,,,,
"Term Pennsylvania	6420-PA	6420-PA%2010-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,825,825,"	Life Insurance Application For use in PA",,,,,,,
"Term Pennsylvania	6437	6437%2010-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,826,826,"	Trustee Certification",,,,,,,
"Term Pennsylvania	6482-STD	6482-STD%20REV%2003%2010%20eff%201%2015.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,827,827,"	Verification of Existing Life Insurance or Annuities This form may be used for annuity product sales in some states. This form may be used with Form 6605 in some states.",,,,,,,
"Term Pennsylvania	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,828,828,"	Application Submittal Checklist",,,,,,,
"Term Pennsylvania	6500	6500.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,829,829,"	Military Supplement to Application",,,,,,,
"Term Pennsylvania	6501	6501.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,830,830,"	Application Overflow Page",,,,,,,
"Term Pennsylvania	6521-PA	6521-PA.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,831,831,"	Disclosure Statement for PA For use in PA only.",,,,,,,
"Term Pennsylvania	9302	9302%201-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,832,832,"	Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.",,,,,,,
"Term Pennsylvania	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,833,833,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Pennsylvania	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,834,834,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Pennsylvania	W-8BEN	Form%20W-8BEN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,835,835,"	FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals",,,,,,,
"Term Pennsylvania	W-8ECI	Form%20W-8ECI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,836,836,"	FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities",,,,,,,
"Term RI	1597-I	1597-I%2011-04x.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,837,837,"	Life Insurance Buyer's Guide For use in all states except AL", NM, & UT,,,,,
"Term RI	2946-D	2946-D.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,838,838,"	Lifetime Advantage Acceptance & Disclosure Statement",,,,,,,
"Term RI	3066	3066%208-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,839,839,"	Surrender Request Form (Internal Replacement) Form 3066",,,,,,,
"Term RI	3068	3068%209-14fix.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,840,840,"	Corporate Authorization Form and Idemnification Agreement",,,,,,,
"Term RI	4030	4030%20Rev.%20712.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,841,841,"	Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.",,,,,,,
"Term RI	4035-TIA	4035-TIA%208-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,842,842,"	Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13",,,,,,,
"Term RI	6133-RI-A&B	6133-RI-A&B.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,843,843,"	Scuba/Skin Diving/Mountain Climbing Application (For use in RI)",,,,,,,
"Term RI	6230	6230.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,844,844,"	Companion Case Transmittal",,,,,,,
"Term RI	6237	6237%206-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,845,845,"	List Billing Transmittal",,,,,,,
"Term RI	6241	6241.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,846,846,"	Questionnaire: Foreign Residence and Travel",,,,,,,
"Term RI	6404	6404.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,847,847,"	HIV Testing Informed Consent",,,,,,,
"Term RI	6415	6415%20Rev.%20614.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,848,848,"	USA PATRIOT Act Compliance Form Per federal regulations", complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.,,,,
"Term RI	6420-RI	6420-RI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,849,849,"	Life Insurance Application For use in RI Effective 5/13",,,,,,,
"Term RI	6437	6437%2010-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,850,850,"	Trustee Certification",,,,,,,
"Term RI	6482-STD	6482-STD%20REV%2003%2010%20eff%201%2015.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,851,851,"	Verification of Existing Life Insurance or Annuities This form may be used for annuity product sales in some states. This form may be used with Form 6605 in some states.",,,,,,,
"Term RI	6486-STD	6486-STD%20.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,852,852,"	Important Notice: Replacement of Life Insurance or Annuities",,,,,,,
"Term RI	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,853,853,"	Application Submittal Checklist",,,,,,,
"Term RI	6500	6500.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,854,854,"	Military Supplement to Application",,,,,,,
"Term RI	6501	6501.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,855,855,"	Application Overflow Page",,,,,,,
"Term RI	9302	9302%201-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,856,856,"	Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.",,,,,,,
"Term RI	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,857,857,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term RI	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,858,858,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term RI	W-8BEN	Form%20W-8BEN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,859,859,"	FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals",,,,,,,
"Term RI	W-8ECI	Form%20W-8ECI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,860,860,"	FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities",,,,,,,
"Term SC	1597-I	1597-I%2011-04x.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,861,861,"	Life Insurance Buyer's Guide For use in all states except AL", NM, & UT,,,,,
"Term SC	2946-C	2946-C.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,862,862,"	Lifetime Advantage Acceptance & Disclosure Statement For Accelerated Benefits",,,,,,,
"Term SC	3066	3066%208-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,863,863,"	Surrender Request Form (Internal Replacement) Form 3066",,,,,,,
"Term SC	3068	3068%209-14fix.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,864,864,"	Corporate Authorization Form and Idemnification Agreement",,,,,,,
"Term SC	4030	4030%20Rev.%20712.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,865,865,"	Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.",,,,,,,
"Term SC	4035-TIA	4035-TIA%208-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,866,866,"	Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13",,,,,,,
"Term SC	6230	6230.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,867,867,"	Companion Case Transmittal",,,,,,,
"Term SC	6237	6237%206-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,868,868,"	List Billing Transmittal",,,,,,,
"Term SC	6241	6241.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,869,869,"	Questionnaire: Foreign Residence and Travel",,,,,,,
"Term SC	6415	6415%20Rev.%20614.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,870,870,"	USA PATRIOT Act Compliance Form Per federal regulations", complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.,,,,
"Term SC	6420	6420.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,871,871,"	Life Insurance Application For use in CO", ID, MI, MS, NC, SC, SD, TX & WY Effective 5/13
"Term SC	6437	6437%2010-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,872,872,"	Trustee Certification",,,,,,,
"Term SC	6482-STD	6482-STD%20REV%2003%2010%20eff%201%2015.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,873,873,"	Verification of Existing Life Insurance or Annuities This form may be used for annuity product sales in some states. This form may be used with Form 6605 in some states.",,,,,,,
"Term SC	6486-STD	6486-STD%20.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,874,874,"	Important Notice: Replacement of Life Insurance or Annuities",,,,,,,
"Term SC	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,875,875,"	Application Submittal Checklist",,,,,,,
"Term SC	6500	6500.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,876,876,"	Military Supplement to Application",,,,,,,
"Term SC	6501	6501.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,877,877,"	Application Overflow Page",,,,,,,
"Term SC	9302	9302%201-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,878,878,"	Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.",,,,,,,
"Term SC	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,879,879,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term SC	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,880,880,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term SC	W-8BEN	Form%20W-8BEN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,881,881,"	FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals",,,,,,,
"Term SC	W-8ECI	Form%20W-8ECI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,882,882,"	FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities",,,,,,,
"Term SC	1597-I	1597-I%2011-04x.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,883,883,"	Life Insurance Buyer's Guide For use in all states except AL", NM, & UT,,,,,
"Term SD	2946-D	2946-D.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,884,884,"	Lifetime Advantage Acceptance & Disclosure Statement",,,,,,,
"Term SD	3066	3066%208-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,885,885,"	Surrender Request Form (Internal Replacement) Form 3066",,,,,,,
"Term SD	3068	3068%209-14fix.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,886,886,"	Corporate Authorization Form and Idemnification Agreement",,,,,,,
"Term SD	4030	4030%20Rev.%20712.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,887,887,"	Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.",,,,,,,
"Term SD	4035-TIA	4035-TIA%208-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,888,888,"	Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13",,,,,,,
"Term SD	6230	6230.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,889,889,"	Companion Case Transmittal",,,,,,,
"Term SD	6237	6237%206-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,890,890,"	List Billing Transmittal",,,,,,,
"Term SD	6241	6241.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,891,891,"	Questionnaire: Foreign Residence and Travel",,,,,,,
"Term SD	6404	6404.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,892,892,"	HIV Testing Informed Consent",,,,,,,
"Term SD	6415	6415%20Rev.%20614.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,893,893,"	USA PATRIOT Act Compliance Form Per federal regulations", complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.,,,,
"Term SD	6420	6420.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,894,894,"	Life Insurance Application For use in CO", ID, MI, MS, NC, SC, SD, TX & WY Effective 5/13
"Term SD	6437	6437%2010-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,895,895,"	Trustee Certification",,,,,,,
"Term SD	6482-STD	6482-STD%20REV%2003%2010%20eff%201%2015.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,896,896,"	Verification of Existing Life Insurance or Annuities This form may be used for annuity product sales in some states. This form may be used with Form 6605 in some states.",,,,,,,
"Term SD	6486-STD	6486-STD%20.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,897,897,"	Important Notice: Replacement of Life Insurance or Annuities",,,,,,,
"Term SD	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,898,898,"	Application Submittal Checklist",,,,,,,
"Term SD	6500	6500.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,899,899,"	Military Supplement to Application",,,,,,,
"Term SD	6501	6501.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,900,900,"	Application Overflow Page",,,,,,,
"Term SD	9302	9302%201-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,901,901,"	Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.",,,,,,,
"Term SD	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,902,902,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term SD	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,903,903,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term SD	W-8BEN	Form%20W-8BEN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,904,904,"	FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals",,,,,,,
"Term SD	W-8ECI	Form%20W-8ECI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,905,905,"	FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities",,,,,,,
"Term Tennessee	1597-I	1597-I%2011-04x.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,906,906,"	Life Insurance Buyer's Guide For use in all states except AL", NM, & UT,,,,,
"Term Tennessee	2946-D	2946-D.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,907,907,"	Lifetime Advantage Acceptance & Disclosure Statement",,,,,,,
"Term Tennessee	3066	3066%208-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,908,908,"	Surrender Request Form (Internal Replacement) Form 3066",,,,,,,
"Term Tennessee	3068	3068%209-14fix.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,909,909,"	Corporate Authorization Form and Idemnification Agreement",,,,,,,
"Term Tennessee	4030	4030%20Rev.%20712.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,910,910,"	Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.",,,,,,,
"Term Tennessee	4035-TIA	4035-TIA%208-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,911,911,"	Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13",,,,,,,
"Term Tennessee	6230	6230.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,912,912,"	Companion Case Transmittal",,,,,,,
"Term Tennessee	6237	6237%206-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,913,913,"	List Billing Transmittal",,,,,,,
"Term Tennessee	6241	6241.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,914,914,"	Questionnaire: Foreign Residence and Travel",,,,,,,
"Term Tennessee	6415	6415%20Rev.%20614.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,915,915,"	USA PATRIOT Act Compliance Form Per federal regulations", complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.,,,,
"Term Tennessee	6420-TN	6420-TN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,916,916,"	Life Insurance Application For use in TN Effective 5/13",,,,,,,
"Term Tennessee	6437	6437%2010-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,917,917,"	Trustee Certification",,,,,,,
"Term Tennessee	6482-STD	6482-STD%20REV%2003%2010%20eff%201%2015.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,918,918,"	Verification of Existing Life Insurance or Annuities This form may be used for annuity product sales in some states. This form may be used with Form 6605 in some states.",,,,,,,
"Term Tennessee	6487	6487.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,919,919,"	Client Replacement Information Form (CRIF)",,,,,,,
"Term Tennessee	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,920,920,"	Application Submittal Checklist",,,,,,,
"Term Tennessee	6500	6500.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,921,921,"	Military Supplement to Application",,,,,,,
"Term Tennessee	6501	6501.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,922,922,"	Application Overflow Page",,,,,,,
"Term Tennessee	9302	9302%201-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,923,923,"	Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.",,,,,,,
"Term Tennessee	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,924,924,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Tennessee	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,925,925,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Tennessee	W-8BEN	Form%20W-8BEN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,926,926,"	FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals",,,,,,,
"Term Tennessee	W-8ECI	Form%20W-8ECI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,927,927,"	FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities",,,,,,,
"Term Texas	1597-I	1597-I%2011-04x.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,928,928,"	Life Insurance Buyer's Guide For use in all states except AL", NM, & UT,,,,,
"Term Texas	2946-D	2946-D.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,929,929,"	Lifetime Advantage Acceptance & Disclosure Statement",,,,,,,
"Term Texas	3066	3066%208-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,930,930,"	Surrender Request Form (Internal Replacement) Form 3066",,,,,,,
"Term Texas	3068	3068%209-14fix.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,931,931,"	Corporate Authorization Form and Idemnification Agreement",,,,,,,
"Term Texas	4030	4030%20Rev.%20712.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,932,932,"	Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.",,,,,,,
"Term Texas	4035-TIA	4035-TIA%208-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,933,933,"	Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13",,,,,,,
"Term Texas	6230	6230.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,934,934,"	Companion Case Transmittal",,,,,,,
"Term Texas	6237	6237%206-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,935,935,"	List Billing Transmittal",,,,,,,
"Term Texas	6241	6241.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,936,936,"	Questionnaire: Foreign Residence and Travel",,,,,,,
"Term Texas	6404-TX	6404-TX.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,937,937,"	HIV Testing Informed Consent",,,,,,,
"Term Texas	6415	6415%20Rev.%20614.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,938,938,"	USA PATRIOT Act Compliance Form Per federal regulations", complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.,,,,
"Term Texas	6420	6420.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,939,939,"	Life Insurance Application For use in CO", ID, MI, MS, NC, SC, SD, TX & WY Effective 5/13
"Term Texas	6437	6437%2010-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,940,940,"	Trustee Certification",,,,,,,
"Term Texas	6482-STD	6482-STD%20REV%2003%2010%20eff%201%2015.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,941,941,"	Verification of Existing Life Insurance or Annuities This form may be used for annuity product sales in some states. This form may be used with Form 6605 in some states.",,,,,,,
"Term Texas	6486-STD	6486-STD%20.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,942,942,"	Important Notice: Replacement of Life Insurance or Annuities",,,,,,,
"Term Texas	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,943,943,"	Application Submittal Checklist",,,,,,,
"Term Texas	6494-TX	6494-TX%20Rev-11_08.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,944,944,"	Summary of Provisions (All Plans)",,,,,,,
"Term Texas	6500	6500.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,945,945,"	Military Supplement to Application",,,,,,,
"Term Texas	6501	6501.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,946,946,"	Application Overflow Page",,,,,,,
"Term Texas	9302	9302%201-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,947,947,"	Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.",,,,,,,
"Term Texas	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,948,948,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Texas	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,949,949,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Texas	W-8BEN	Form%20W-8BEN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,950,950,"	FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals",,,,,,,
"Term Texas	W-8ECI	Form%20W-8ECI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,951,951,"	FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities",,,,,,,
"Term Utah	1597-NI	1597-NI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,952,952,"	Life Insurance Buyer's Guide",,,,,,,
"Term Utah	2946-D	2946-D.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,953,953,"	Lifetime Advantage Acceptance & Disclosure Statement",,,,,,,
"Term Utah	3066	3066%208-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,954,954,"	Surrender Request Form (Internal Replacement) Form 3066",,,,,,,
"Term Utah	3068	3068%209-14fix.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,955,955,"	Corporate Authorization Form and Idemnification Agreement",,,,,,,
"Term Utah	4030	4030%20Rev.%20712.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,956,956,"	Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.",,,,,,,
